اسم الشركة,نوع الشركة,القطاع,رقم السجل التجاري,العنوان,المدينة,المنطقة,رقم الهاتف,البريد الإلكتروني,خط العرض,خط الطول,رقم الفاتورة,تاريخ الفاتورة,تاريخ الاستحقاق,نوع الفاتورة,المبلغ (ر.ق),الضريبة (5%),المبلغ الإجمالي (ر.ق),حالة الدفع,طريقة الدفع,تقييم مخاطر الفاتورة,فجوة الإيرادات/الضريبة المحتملة (ر.ق)
Joseph-Santos,ذ.م.م,التجارة,62617310,"44315 Hodge Row
Scottfurt, IA 80325",أم صلال,المنطقة 23,872-726-2768x30081,kevin89@example.net,25.067869,51.785988,INV-1745,2024-09-08,2025-05-19,فاتورة تأجير,15963.91,798.2,16762.11,مدفوعة,بطاقة,منخفض,0.0
Washington-Pratt,فردية,الخدمات,61892506,"636 Snyder Island Apt. 467
Port Danielle, CT 71395",الوكرة,المنطقة 68,(325)515-0175,lhale@example.org,25.47751,51.54883,INV-1746,2024-11-18,2025-06-24,فاتورة تطوير ويب,19087.14,954.36,20041.5,غير مدفوعة,نقداً,متوسط,954.36
Boyd-Peterson,ذ.م.م,النقل,92255457,"02377 Mccann Mews
North Lorettatown, IA 92369",الوكرة,المنطقة 23,281.657.1950,tiffanyoconnell@example.com,24.654558,51.423101,INV-1747,2024-10-19,2025-06-23,فاتورة اشتراك سنوي,26920.07,1346.0,28266.07,متأخرة,شيك,مرتفع,1346.0
Boyd-Peterson,ذ.م.م,النقل,92255457,"02377 Mccann Mews
North Lorettatown, IA 92369",الوكرة,المنطقة 23,281.657.1950,tiffanyoconnell@example.com,24.654558,51.423101,INV-1748,2024-06-22,2025-05-30,فاتورة كهرباء,14854.56,742.73,15597.29,غير مدفوعة,تحويل بنكي,متوسط,742.73
Boyd-Peterson,ذ.م.م,النقل,92255457,"02377 Mccann Mews
North Lorettatown, IA 92369",الوكرة,المنطقة 23,281.657.1950,tiffanyoconnell@example.com,24.654558,51.423101,INV-1749,2024-06-04,2025-06-07,فاتورة مشتريات,25076.8,1253.84,26330.64,متأخرة,تحويل بنكي,مرتفع,1253.84
Boyd-Peterson,ذ.م.م,النقل,92255457,"02377 Mccann Mews
North Lorettatown, IA 92369",الوكرة,المنطقة 23,281.657.1950,tiffanyoconnell@example.com,24.654558,51.423101,INV-1750,2024-07-14,2025-05-09,فاتورة رسوم حكومية,41441.1,2072.05,43513.15,مدفوعة,بطاقة,منخفض,0.0
Boyd-Peterson,ذ.م.م,النقل,92255457,"02377 Mccann Mews
North Lorettatown, IA 92369",الوكرة,المنطقة 23,281.657.1950,tiffanyoconnell@example.com,24.654558,51.423101,INV-1751,2024-12-29,2025-07-01,فاتورة تسويق رقمي,8340.94,417.05,8757.99,غير مدفوعة,نقداً,متوسط,417.05
Boyd-Peterson,ذ.م.م,النقل,92255457,"02377 Mccann Mews
North Lorettatown, IA 92369",الوكرة,المنطقة 23,281.657.1950,tiffanyoconnell@example.com,24.654558,51.423101,INV-1752,2024-11-07,2025-07-01,فاتورة برمجيات,23947.91,1197.4,25145.31,مدفوعة,شيك,منخفض,0.0
Boyd-Peterson,ذ.م.م,النقل,92255457,"02377 Mccann Mews
North Lorettatown, IA 92369",الوكرة,المنطقة 23,281.657.1950,tiffanyoconnell@example.com,24.654558,51.423101,INV-1753,2025-04-19,2025-06-24,فاتورة تطوير ويب,37071.51,1853.58,38925.09,متأخرة,تحويل بنكي,مرتفع,1853.58
Boyd-Peterson,ذ.م.م,النقل,92255457,"02377 Mccann Mews
North Lorettatown, IA 92369",الوكرة,المنطقة 23,281.657.1950,tiffanyoconnell@example.com,24.654558,51.423101,INV-1754,2024-06-14,2025-05-09,فاتورة صيانة,22742.88,1137.14,23880.02,غير مدفوعة,نقداً,متوسط,1137.14
"Conley, Pace and Vaughn",فردية,التجارة,61149924,"41612 Allen Points Suite 675
Port Laura, CA 94784",الظعاين,المنطقة 23,+1-424-643-2132,martinwalker@example.org,25.261355,51.462223,INV-1755,2025-04-23,2025-06-20,فاتورة برمجيات,48680.95,2434.05,51115.0,مدفوعة,بطاقة,منخفض,0.0
"Conley, Pace and Vaughn",فردية,التجارة,61149924,"41612 Allen Points Suite 675
Port Laura, CA 94784",الظعاين,المنطقة 23,+1-424-643-2132,martinwalker@example.org,25.261355,51.462223,INV-1756,2024-08-13,2025-06-29,فاتورة برمجيات,32079.73,1603.99,33683.72,غير مدفوعة,بطاقة,متوسط,1603.99
"Conley, Pace and Vaughn",فردية,التجارة,61149924,"41612 Allen Points Suite 675
Port Laura, CA 94784",الظعاين,المنطقة 23,+1-424-643-2132,martinwalker@example.org,25.261355,51.462223,INV-1757,2024-07-08,2025-06-27,فاتورة اشتراك سنوي,37226.03,1861.3,39087.33,مدفوعة,شيك,منخفض,0.0
"Conley, Pace and Vaughn",فردية,التجارة,61149924,"41612 Allen Points Suite 675
Port Laura, CA 94784",الظعاين,المنطقة 23,+1-424-643-2132,martinwalker@example.org,25.261355,51.462223,INV-1758,2025-04-21,2025-06-03,فاتورة أجور,37276.9,1863.85,39140.75,متأخرة,بطاقة,مرتفع,1863.85
"Conley, Pace and Vaughn",فردية,التجارة,61149924,"41612 Allen Points Suite 675
Port Laura, CA 94784",الظعاين,المنطقة 23,+1-424-643-2132,martinwalker@example.org,25.261355,51.462223,INV-1759,2025-04-08,2025-06-25,فاتورة استشارة,2343.87,117.19,2461.06,متأخرة,نقداً,مرتفع,117.19
"Conley, Pace and Vaughn",فردية,التجارة,61149924,"41612 Allen Points Suite 675
Port Laura, CA 94784",الظعاين,المنطقة 23,+1-424-643-2132,martinwalker@example.org,25.261355,51.462223,INV-1760,2024-09-17,2025-06-05,فاتورة اتصالات,12489.32,624.47,13113.79,غير مدفوعة,تحويل بنكي,متوسط,624.47
"Conley, Pace and Vaughn",فردية,التجارة,61149924,"41612 Allen Points Suite 675
Port Laura, CA 94784",الظعاين,المنطقة 23,+1-424-643-2132,martinwalker@example.org,25.261355,51.462223,INV-1761,2024-07-25,2025-07-02,فاتورة صيانة,18486.89,924.34,19411.23,مدفوعة,بطاقة,منخفض,0.0
"Conley, Pace and Vaughn",فردية,التجارة,61149924,"41612 Allen Points Suite 675
Port Laura, CA 94784",الظعاين,المنطقة 23,+1-424-643-2132,martinwalker@example.org,25.261355,51.462223,INV-1762,2024-09-19,2025-05-19,فاتورة خدمات,39586.25,1979.31,41565.56,غير مدفوعة,شيك,متوسط,1979.31
"Conley, Pace and Vaughn",فردية,التجارة,61149924,"41612 Allen Points Suite 675
Port Laura, CA 94784",الظعاين,المنطقة 23,+1-424-643-2132,martinwalker@example.org,25.261355,51.462223,INV-1763,2025-02-20,2025-06-05,فاتورة اشتراك سنوي,39912.88,1995.64,41908.52,متأخرة,نقداً,مرتفع,1995.64
"Conley, Pace and Vaughn",فردية,التجارة,61149924,"41612 Allen Points Suite 675
Port Laura, CA 94784",الظعاين,المنطقة 23,+1-424-643-2132,martinwalker@example.org,25.261355,51.462223,INV-1764,2025-04-29,2025-05-26,فاتورة خدمات,20875.65,1043.78,21919.43,مدفوعة,بطاقة,منخفض,0.0
Fowler-Ford,مساهمة,التجارة,96961392,"43030 Leslie Ramp Suite 037
Jessicabury, KS 28183",الوكرة,المنطقة 75,(467)475-9437x0922,amber41@example.org,25.017888,51.483238,INV-1765,2024-12-23,2025-06-08,فاتورة تدريب,13024.57,651.23,13675.8,غير مدفوعة,بطاقة,متوسط,651.23
Fowler-Ford,مساهمة,التجارة,96961392,"43030 Leslie Ramp Suite 037
Jessicabury, KS 28183",الوكرة,المنطقة 75,(467)475-9437x0922,amber41@example.org,25.017888,51.483238,INV-1766,2024-06-26,2025-06-24,فاتورة مبيعات,47254.27,2362.71,49616.98,متأخرة,نقداً,مرتفع,2362.71
Fowler-Ford,مساهمة,التجارة,96961392,"43030 Leslie Ramp Suite 037
Jessicabury, KS 28183",الوكرة,المنطقة 75,(467)475-9437x0922,amber41@example.org,25.017888,51.483238,INV-1767,2024-06-04,2025-07-02,فاتورة برمجيات,38641.07,1932.05,40573.12,مدفوعة,شيك,منخفض,0.0
Fowler-Ford,مساهمة,التجارة,96961392,"43030 Leslie Ramp Suite 037
Jessicabury, KS 28183",الوكرة,المنطقة 75,(467)475-9437x0922,amber41@example.org,25.017888,51.483238,INV-1768,2025-01-17,2025-07-02,فاتورة أجور,6630.83,331.54,6962.37,غير مدفوعة,بطاقة,متوسط,331.54
Fowler-Ford,مساهمة,التجارة,96961392,"43030 Leslie Ramp Suite 037
Jessicabury, KS 28183",الوكرة,المنطقة 75,(467)475-9437x0922,amber41@example.org,25.017888,51.483238,INV-1769,2024-06-26,2025-05-10,فاتورة مشتريات,45841.97,2292.1,48134.07,مدفوعة,تحويل بنكي,منخفض,0.0
Fowler-Ford,مساهمة,التجارة,96961392,"43030 Leslie Ramp Suite 037
Jessicabury, KS 28183",الوكرة,المنطقة 75,(467)475-9437x0922,amber41@example.org,25.017888,51.483238,INV-1770,2024-05-26,2025-06-22,فاتورة صيانة,42379.49,2118.97,44498.46,متأخرة,نقداً,مرتفع,2118.97
Fowler-Ford,مساهمة,التجارة,96961392,"43030 Leslie Ramp Suite 037
Jessicabury, KS 28183",الوكرة,المنطقة 75,(467)475-9437x0922,amber41@example.org,25.017888,51.483238,INV-1771,2025-04-13,2025-05-21,فاتورة تسويق رقمي,9964.09,498.2,10462.29,مدفوعة,بطاقة,منخفض,0.0
Fowler-Ford,مساهمة,التجارة,96961392,"43030 Leslie Ramp Suite 037
Jessicabury, KS 28183",الوكرة,المنطقة 75,(467)475-9437x0922,amber41@example.org,25.017888,51.483238,INV-1772,2024-08-21,2025-05-22,فاتورة استشارة,33852.34,1692.62,35544.96,غير مدفوعة,نقداً,متوسط,1692.62
Fowler-Ford,مساهمة,التجارة,96961392,"43030 Leslie Ramp Suite 037
Jessicabury, KS 28183",الوكرة,المنطقة 75,(467)475-9437x0922,amber41@example.org,25.017888,51.483238,INV-1773,2025-01-19,2025-05-27,فاتورة استشارة,32078.06,1603.9,33681.96,غير مدفوعة,نقداً,متوسط,1603.9
Sanchez-Booth,مساهمة,الصناعة,98096764,"52795 Jared Cliffs
West Jasonstad, PR 47906",الوكرة,المنطقة 91,(757)790-2189,rsalazar@example.com,25.475672,51.164855,INV-1774,2025-02-01,2025-05-19,فاتورة أجور,6386.54,319.33,6705.87,غير مدفوعة,تحويل بنكي,متوسط,319.33
Sanchez-Booth,مساهمة,الصناعة,98096764,"52795 Jared Cliffs
West Jasonstad, PR 47906",الوكرة,المنطقة 91,(757)790-2189,rsalazar@example.com,25.475672,51.164855,INV-1775,2024-12-31,2025-05-21,فاتورة أجور,19445.9,972.3,20418.2,غير مدفوعة,نقداً,متوسط,972.3
Sanchez-Booth,مساهمة,الصناعة,98096764,"52795 Jared Cliffs
West Jasonstad, PR 47906",الوكرة,المنطقة 91,(757)790-2189,rsalazar@example.com,25.475672,51.164855,INV-1776,2024-09-29,2025-05-24,فاتورة تسويق رقمي,11291.07,564.55,11855.62,متأخرة,بطاقة,مرتفع,564.55
Sanchez-Booth,مساهمة,الصناعة,98096764,"52795 Jared Cliffs
West Jasonstad, PR 47906",الوكرة,المنطقة 91,(757)790-2189,rsalazar@example.com,25.475672,51.164855,INV-1777,2024-06-09,2025-05-18,فاتورة صيانة,8813.04,440.65,9253.69,مدفوعة,نقداً,منخفض,0.0
Sanchez-Booth,مساهمة,الصناعة,98096764,"52795 Jared Cliffs
West Jasonstad, PR 47906",الوكرة,المنطقة 91,(757)790-2189,rsalazar@example.com,25.475672,51.164855,INV-1778,2024-09-10,2025-05-11,فاتورة شحن,41543.04,2077.15,43620.19,غير مدفوعة,شيك,متوسط,2077.15
Sanchez-Booth,مساهمة,الصناعة,98096764,"52795 Jared Cliffs
West Jasonstad, PR 47906",الوكرة,المنطقة 91,(757)790-2189,rsalazar@example.com,25.475672,51.164855,INV-1779,2024-11-03,2025-07-01,فاتورة تأجير,47829.88,2391.49,50221.37,غير مدفوعة,تحويل بنكي,متوسط,2391.49
Sanchez-Booth,مساهمة,الصناعة,98096764,"52795 Jared Cliffs
West Jasonstad, PR 47906",الوكرة,المنطقة 91,(757)790-2189,rsalazar@example.com,25.475672,51.164855,INV-1780,2024-05-23,2025-06-13,فاتورة استشارة,2792.26,139.61,2931.87,غير مدفوعة,نقداً,متوسط,139.61
Sanchez-Booth,مساهمة,الصناعة,98096764,"52795 Jared Cliffs
West Jasonstad, PR 47906",الوكرة,المنطقة 91,(757)790-2189,rsalazar@example.com,25.475672,51.164855,INV-1781,2025-03-23,2025-06-02,فاتورة مشتريات,38657.93,1932.9,40590.83,متأخرة,نقداً,مرتفع,1932.9
Sanchez-Booth,مساهمة,الصناعة,98096764,"52795 Jared Cliffs
West Jasonstad, PR 47906",الوكرة,المنطقة 91,(757)790-2189,rsalazar@example.com,25.475672,51.164855,INV-1782,2025-04-30,2025-05-10,فاتورة برمجيات,14819.14,740.96,15560.1,متأخرة,تحويل بنكي,مرتفع,740.96
"Hill, Bailey and Cruz",مساهمة,المقاولات,34921861,"257 Bradley Tunnel
Marymouth, AK 75121",الخور,المنطقة 91,597-962-8793x43238,jhawkins@example.net,25.073837,51.664071,INV-1783,2024-06-11,2025-06-05,فاتورة برمجيات,43875.64,2193.78,46069.42,متأخرة,شيك,مرتفع,2193.78
Diaz LLC,شركة تضامنية,النقل,37091290,"7672 Contreras Tunnel
South Jeff, MN 41862",أم صلال,المنطقة 68,001-214-450-3786,stevenruiz@example.com,24.952984,51.562883,INV-1784,2024-10-30,2025-06-22,فاتورة خدمات,9752.65,487.63,10240.28,مدفوعة,تحويل بنكي,منخفض,0.0
Diaz LLC,شركة تضامنية,النقل,37091290,"7672 Contreras Tunnel
South Jeff, MN 41862",أم صلال,المنطقة 68,001-214-450-3786,stevenruiz@example.com,24.952984,51.562883,INV-1785,2024-10-06,2025-06-06,فاتورة ضريبة,14667.74,733.39,15401.13,غير مدفوعة,شيك,متوسط,733.39
Diaz LLC,شركة تضامنية,النقل,37091290,"7672 Contreras Tunnel
South Jeff, MN 41862",أم صلال,المنطقة 68,001-214-450-3786,stevenruiz@example.com,24.952984,51.562883,INV-1786,2024-07-15,2025-05-28,فاتورة مبيعات,17093.31,854.67,17947.98,غير مدفوعة,شيك,متوسط,854.67
"Tate, Brown and Francis",مساهمة,الصناعة,95517485,"0715 Patterson Forge Suite 098
New Monica, TX 06511",الوكرة,المنطقة 23,970.588.7004,casegina@example.com,25.401363,51.42887,INV-1787,2025-03-17,2025-06-11,فاتورة اتصالات,18168.77,908.44,19077.21,غير مدفوعة,تحويل بنكي,متوسط,908.44
"Tate, Brown and Francis",مساهمة,الصناعة,95517485,"0715 Patterson Forge Suite 098
New Monica, TX 06511",الوكرة,المنطقة 23,970.588.7004,casegina@example.com,25.401363,51.42887,INV-1788,2025-04-15,2025-05-27,فاتورة شحن,35528.77,1776.44,37305.21,متأخرة,بطاقة,مرتفع,1776.44
"Lewis, Cook and Howard",شركة تضامنية,النقل,33136733,"9154 Craig Mill Suite 753
Gregtown, HI 88171",الخور,المنطقة 75,507.977.9282x816,earlpatel@example.net,25.597585,50.865316,INV-1789,2025-03-19,2025-05-27,فاتورة مياه,38028.94,1901.45,39930.39,متأخرة,بطاقة,مرتفع,1901.45
"Lewis, Cook and Howard",شركة تضامنية,النقل,33136733,"9154 Craig Mill Suite 753
Gregtown, HI 88171",الخور,المنطقة 75,507.977.9282x816,earlpatel@example.net,25.597585,50.865316,INV-1790,2025-01-21,2025-06-13,فاتورة شحن,5583.95,279.2,5863.15,مدفوعة,بطاقة,منخفض,0.0
"Lewis, Cook and Howard",شركة تضامنية,النقل,33136733,"9154 Craig Mill Suite 753
Gregtown, HI 88171",الخور,المنطقة 75,507.977.9282x816,earlpatel@example.net,25.597585,50.865316,INV-1791,2024-09-15,2025-05-31,فاتورة مياه,33989.88,1699.49,35689.37,مدفوعة,بطاقة,منخفض,0.0
Phillips-Robertson,شركة تضامنية,الخدمات,12575717,"2412 Sullivan Islands
Whiteland, FL 27697",الدوحة,المنطقة 75,+1-206-931-1443x050,careymelissa@example.com,25.26871,51.408771,INV-1792,2025-02-14,2025-07-04,فاتورة تدريب,19370.98,968.55,20339.53,متأخرة,تحويل بنكي,مرتفع,968.55
Phillips-Robertson,شركة تضامنية,الخدمات,12575717,"2412 Sullivan Islands
Whiteland, FL 27697",الدوحة,المنطقة 75,+1-206-931-1443x050,careymelissa@example.com,25.26871,51.408771,INV-1793,2024-12-02,2025-06-09,فاتورة تصميم,17955.01,897.75,18852.76,غير مدفوعة,شيك,متوسط,897.75
Phillips-Robertson,شركة تضامنية,الخدمات,12575717,"2412 Sullivan Islands
Whiteland, FL 27697",الدوحة,المنطقة 75,+1-206-931-1443x050,careymelissa@example.com,25.26871,51.408771,INV-1794,2025-04-04,2025-05-31,فاتورة اتصالات,8528.5,426.43,8954.93,غير مدفوعة,بطاقة,متوسط,426.43
Brock-Smith,شركة تضامنية,النقل,33464566,"41301 Mcdonald Fort Apt. 150
Burkeborough, PW 20470",الريان,المنطقة 23,(958)284-3974x0075,yoderscott@example.org,25.286871,50.775195,INV-1795,2025-01-27,2025-06-16,فاتورة تأجير,13415.29,670.76,14086.05,مدفوعة,نقداً,منخفض,0.0
Ramirez PLC,شركة تضامنية,التجارة,33544912,"8783 Hernandez Garden Apt. 635
East Robin, AL 65427",الدوحة,المنطقة 36,(286)492-7879,igarcia@example.com,24.915058,50.93014,INV-1796,2025-02-13,2025-05-23,فاتورة استشارة,44373.04,2218.65,46591.69,متأخرة,نقداً,مرتفع,2218.65
Ramirez PLC,شركة تضامنية,التجارة,33544912,"8783 Hernandez Garden Apt. 635
East Robin, AL 65427",الدوحة,المنطقة 36,(286)492-7879,igarcia@example.com,24.915058,50.93014,INV-1797,2024-12-05,2025-06-12,فاتورة مياه,41264.23,2063.21,43327.44,غير مدفوعة,تحويل بنكي,متوسط,2063.21
Ramirez PLC,شركة تضامنية,التجارة,33544912,"8783 Hernandez Garden Apt. 635
East Robin, AL 65427",الدوحة,المنطقة 36,(286)492-7879,igarcia@example.com,24.915058,50.93014,INV-1798,2025-01-19,2025-06-09,فاتورة اتصالات,11265.09,563.25,11828.34,مدفوعة,تحويل بنكي,منخفض,0.0
Ramirez PLC,شركة تضامنية,التجارة,33544912,"8783 Hernandez Garden Apt. 635
East Robin, AL 65427",الدوحة,المنطقة 36,(286)492-7879,igarcia@example.com,24.915058,50.93014,INV-1799,2025-01-15,2025-05-19,فاتورة تطوير ويب,12660.61,633.03,13293.64,متأخرة,نقداً,مرتفع,633.03
Graham-Wilson,ذ.م.م,الخدمات,39750969,"25540 Laura Stream Apt. 173
Sherryburgh, CT 45664",أم صلال,المنطقة 36,458.933.4240x924,lewisvictor@example.net,24.749098,51.107956,INV-1800,2024-06-09,2025-06-02,فاتورة رسوم حكومية,4719.87,235.99,4955.86,متأخرة,شيك,مرتفع,235.99
Graham-Wilson,ذ.م.م,الخدمات,39750969,"25540 Laura Stream Apt. 173
Sherryburgh, CT 45664",أم صلال,المنطقة 36,458.933.4240x924,lewisvictor@example.net,24.749098,51.107956,INV-1801,2024-07-13,2025-05-12,فاتورة صيانة,46769.31,2338.47,49107.78,متأخرة,بطاقة,مرتفع,2338.47
Graham-Wilson,ذ.م.م,الخدمات,39750969,"25540 Laura Stream Apt. 173
Sherryburgh, CT 45664",أم صلال,المنطقة 36,458.933.4240x924,lewisvictor@example.net,24.749098,51.107956,INV-1802,2024-09-09,2025-05-28,فاتورة مشتريات,47881.02,2394.05,50275.07,غير مدفوعة,شيك,متوسط,2394.05
